eri_bird_id,id,info_source,banded,applicant_id_eri,band_number,permit_id,eri_application_id,parrot_status,end_date,range,has_parrot,why_no_parrot,when_no_parrot,where_no_parrot,date_parrot_loss_info_provided,new_owner,new_owner_address,new_owner_contact,species_descrip_by_applicant,species_id,parrot_picture,period_of_ownership,period_of_ownership_months,date_period_provided,method_obtained,town_obtained,district_obtain,pet_name,sex,justification_sex_by_applicant,parrot_age_description,parrot_age_months,date_parrot_age_described,is_healthy,health_comments,health_comms_by_professional,stories,bird_comments
Bird_923,NULL,Historic,false,App_1050,NULL,NULL,NULL,NULL,NULL,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,4 years,NULL,Application date,NULL,NULL,NULL,NULL,Southern Highway
Bird_924,NULL,Historic,false,App_1050,NULL,NULL,NULL,NULL,NULL,Toledo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,4 years,NULL,Application date,NULL,NULL,NULL,NULL,Southern Highway
Bird_925,NULL,Historic,false,App_1050,NULL,NULL,NULL,NULL,NULL,Toledo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,4 years,NULL,Application date,NULL,NULL,NULL,NULL,Southern Highway
Bird_926,NULL,Call,false,App_1051,NULL,NULL,NULL,NULL,NULL,Belmopan,false,Confiscated,9 years ago,Las Americas St.,Call date,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,1.5,18,Application date,NULL,NULL,NULL,NULL,NULL
Bird_927,NULL,Call,false,App_1054,NULL,NULL,NULL,NULL,NULL,SanIg,false,Died,2024.0,Cristo Rey,Call date,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bird died due to extreme heat and smoke over the summer.
Bird_928,NULL,Call,false,App_1054,NULL,NULL,NULL,NULL,NULL,SanIg,false,Died,2024.0,Cristo Rey,Call date,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bird died due to extreme heat and smoke over the summer.
Bird_929,NULL,Call,false,App_1055,NULL,NULL,NULL,NULL,NULL,Belmopan,false,Died,Several years ago,#6 Turtle Lane,Call date,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Palli,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Parrot died due to old age
Bird_930,NULL,Historic,false,App_1056,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Pako,NULL,NULL,8.0,96,Application date,NULL,NULL,NULL,NULL,NULL
Bird_931,NULL,Historic,false,App_1057,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_932,NULL,Call,false,App_1060,NULL,NULL,NULL,NULL,NULL,SanIg,false,Let it go free,2022.0,Ontario,Call date,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Pacita,NULL,NULL,12.0,144,Application date,NULL,NULL,NULL,NULL,NULL
Bird_933,NULL,Call,false,App_1060,NULL,NULL,NULL,NULL,NULL,SanIg,false,Let it go free,2022.0,Ontario,Call date,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Lucita,NULL,NULL,12.0,144,Application date,NULL,NULL,NULL,NULL,NULL
Bird_934,175.0,Call,true,App_1062,CWP FD 767,381,Apply_399,NULL,NULL,SanIg,false,Flew away,2024-08-30 00:00:00,San Jose Succotz,Call date,NULL,NULL,NULL,White-fronted Parrot,3,Yes,8.0,96,Call date,Flew To Applicant,San Jose Succotz,Cayo,Pally,Female,Smaller forehead than other parrots of the same specie,9.0,108,Call date,true,NULL,Looks healthy,NULL,Update on parrot's status was provided via whatsapp on 2024-09-05
Bird_935,258.0,Historic,true,App_1063,CWP FD 367,454,Apply_400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Polly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_936,259.0,Historic,true,App_1063,CWP FD 359,454,Apply_400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lorry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_937,NULL,Historic,false,App_1064,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,6.0,72,Application date,NULL,NULL,NULL,NULL,NULL
Bird_938,NULL,Historic,false,App_1064,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,6.0,72,Application date,NULL,NULL,NULL,NULL,From St. Matthews
Bird_939,NULL,Historic,false,App_1064,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Lola,NULL,NULL,6 months,NULL,Application date,NULL,NULL,NULL,NULL,From St. Matthews
Bird_940,NULL,Historic,false,App_1065,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Polly,NULL,NULL,12.0,144,Application date,NULL,NULL,NULL,NULL,NULL
Bird_941,NULL,Call,false,App_1070,NULL,NULL,NULL,NULL,NULL,SanIg,false,Confiscated,Several years ago,San Jose Succotz,Call date,NULL,NULL,NULL,White-crowned Parrot,7,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,Polly,NULL,NULL,5.0,60,Application date,NULL,NULL,NULL,NULL,"The same day Mr Rojelio went to register the parrot, police arrived and took away the bird. He wanted to do the right thing and have it legal but it was taken away the same day and was devastating to the family."
Bird_942,NULL,Call,NULL,App_1071,NULL,NULL,Apply_401,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,Yes,5.0,60,Call date,Gifted,Unknown,Unknown,Lorito,Unknown,NULL,5.0,60,Call date,true,NULL,NULL,NULL,NULL
Bird_943,NULL,Call,true,App_1072,GOB A 204,7,NULL,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,Yes,8.0,96,Call date,Gifted,Unknown,Unknown,Lola,Unknown,NULL,8.0,96,Call date,true,NULL,Looks health,NULL,NULL
Bird_944,NULL,Call,false,App_1073,NULL,NULL,Apply_402,NULL,NULL,Orange Walk,false,Gave it away,Several years ago,San Jose Succotz,Call date,NULL,NULL,NULL,Colorful Parakeet,13,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,These 5 parakeets were the common green or blue legal pets.
Bird_945,NULL,Call,false,App_1073,NULL,NULL,Apply_402,NULL,NULL,Orange Walk,false,Gave it away,Several years ago,San Jose Succotz,Call date,NULL,NULL,NULL,Colorful Parakeet,13,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_946,NULL,Call,false,App_1073,NULL,NULL,Apply_402,NULL,NULL,Orange Walk,false,Gave it away,Several years ago,San Jose Succotz,Call date,NULL,NULL,NULL,Colorful Parakeet,13,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_947,NULL,Call,false,App_1073,NULL,NULL,Apply_402,NULL,NULL,Orange Walk,false,Gave it away,Several years ago,San Jose Succotz,Call date,NULL,NULL,NULL,Colorful Parakeet,13,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_948,NULL,Call,false,App_1073,NULL,NULL,Apply_402,NULL,NULL,Orange Walk,false,Gave it away,Several years ago,San Jose Succotz,Call date,NULL,NULL,NULL,Colorful Parakeet,13,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_949,NULL,Historic,false,App_1074,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_950,NULL,Call,false,App_1075,NULL,NULL,NULL,NULL,NULL,Belmopan,false,Died,5 years ago,"Burrel Boom, Butter Cup Area",Call date,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Paco,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Scottland Halfmoon A friend going away
Bird_951,NULL,Call,false,App_1077,NULL,NULL,NULL,NULL,NULL,Orange Walk,false,Died,5 years ago,San Pedro Town,Call date,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Pedro,NULL,NULL,about  25 years,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_952,NULL,Historic,false,App_1078,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,Lorito,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_953,NULL,Call,false,App_1079,NULL,NULL,Apply_404,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,Yes,8.0,96,Call date,Gifted,Arenal,cayo,Polly,Unknown,NULL,8.0,96,Call date,true,NULL,Looks healthy,NULL,NULL
Bird_954,NULL,Historic,false,App_1081,NULL,NULL,NULL,NULL,NULL,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Polito,NULL,NULL,6 yrs,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_955,NULL,Historic,false,App_1081,NULL,NULL,NULL,NULL,NULL,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Lolito,NULL,NULL,7 yrs,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_956,NULL,Historic,false,App_1081,NULL,NULL,NULL,NULL,NULL,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Juanita,NULL,NULL,8 yrs,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_957,NULL,Historic,false,App_1081,NULL,NULL,NULL,NULL,NULL,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Lucero,NULL,NULL,9 yrs,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_958,164.0,Call,true,App_1082,CWP FD 761,369,Apply_405,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,Yes,8.0,96,Call date,Gifted,Unknown,Unknown,Cookie,Unknown,NULL,9.0,108,Application date,true,NULL,NULL,NULL,NULL
Bird_959,NULL,Historic,false,App_1083,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,1.5,18,Application date,NULL,NULL,NULL,NULL,NULL
Bird_960,NULL,Historic,false,App_1083,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,10.0,120,Application date,NULL,NULL,NULL,NULL,NULL
Bird_961,NULL,Historic,false,App_1085,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Blue-and-yellow Macaw,10,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Big Mac,NULL,NULL,25 years,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_962,NULL,Historic,false,App_1085,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Polly,NULL,NULL,25 years,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_963,NULL,Historic,false,App_1087,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_964,172.0,Call,true,App_1088,CWP FD 765,378,Apply_407,NULL,NULL,SanIg,false,Flew away,Several years ago,Benque Viejo,Call date,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_965,NULL,Call,false,App_1092,NULL,NULL,Apply_410,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Flew To Applicant,32 Kennedy St,Benque Viejo,Lorenzo,Unknown,NULL,1.0,12,Application date,true,NULL,NULL,NULL,Parrot calls the applicant 'Mom'
Bird_966,NULL,Call,true,App_1093,GOB A 554,1229,Apply_411,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,1,Yes,3.0,36,Call date,Rescued,Ranch at mile 5,Cayo,Julia,Female,Mate,3.0,36,Call date,true,NULL,Looks healthy,NULL,NULL
Bird_967,NULL,Historic,false,App_1094,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Lorrito,NULL,NULL,24.0,288,Application date,NULL,NULL,NULL,NULL,NULL
Bird_968,NULL,Historic,false,App_1094,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_969,NULL,Call,false,App_1095,NULL,NULL,NULL,NULL,NULL,SanIg,false,Confiscated,Several years ago,NULL,Call date,Esperanza,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_970,135.0,Historic,true,App_1096,CWP FD 262,95,Apply_412,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_971,NULL,Historic,false,App_1098,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Diego,NULL,NULL,4 months,NULL,Application date,NULL,NULL,NULL,NULL,Given to me as gift from a friend
Bird_972,NULL,Historic,false,App_1098,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,4 months,NULL,Application date,NULL,NULL,NULL,NULL,Given to me as gift from a friend
Bird_973,NULL,Historic,true,App_1100,CWP FD 614,428,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red Number
Bird_974,NULL,Historic,false,App_1100,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,In a cage
Bird_975,NULL,Historic,false,App_1102,NULL,NULL,Apply_413,NULL,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_976,NULL,Historic,false,App_1102,NULL,NULL,Apply_413,NULL,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_977,NULL,Historic,false,App_1103,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_978,NULL,Historic,false,App_1104,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_979,NULL,Historic,false,App_1105,NULL,NULL,Apply_414,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,Richie,NULL,NULL,4 years,NULL,Application date,NULL,NULL,NULL,NULL,In my yard
Bird_980,NULL,Historic,false,App_1105,NULL,NULL,Apply_414,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,Papito,NULL,NULL,4 years,NULL,Application date,NULL,NULL,NULL,NULL,In my yard
Bird_981,194.0,Historic,true,App_1106,GOB A 202,399,Apply_415,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Pirulin,NULL,NULL,192.0,2304,Application date,NULL,NULL,NULL,NULL,NULL
Bird_982,NULL,Call,false,App_1107,NULL,NULL,NULL,NULL,NULL,Belmopan,false,Stolen,Several years ago,Belmopan,Call date,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Lalo,NULL,NULL,1 year,NULL,Application date,NULL,NULL,NULL,NULL,In a cage big fro himself with food and something to play with
Bird_983,NULL,Historic,true,App_1108,CWP FD 180,411,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Billy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_984,NULL,Historic,true,App_1108,CWP FD 181,411,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pikey,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17 Stann Creek  Street
Bird_985,NULL,Historic,false,App_1108,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Paul,NULL,NULL,12 years,NULL,Application date,NULL,NULL,NULL,NULL,17 Stann Creek  Street
Bird_986,NULL,Historic,false,App_1110,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_987,NULL,Historic,true,App_1111,CWP FD 190,420,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tito,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_988,181.0,Call,true,App_1112,GOB A 078,387,Apply_416,NULL,NULL,SanIg,false,Stolen,2 years ago,Romas Del Rodeo,Call date,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Paco Iglesias,NULL,NULL,24.0,288,Application date,NULL,NULL,NULL,NULL,"When the parrot was stolen, applicant reported it to the police and returned the permit to FD"
Bird_989,NULL,Call,false,App_1114,NULL,NULL,Apply_418,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,Yes,NULL,NULL,NULL,Bought,Unknown,Unknown,Ruby,Unknown,NULL,Unknown,NULL,NULL,true,NULL,Looks healthy,NULL,NULL
Bird_990,NULL,Call,false,App_1115,NULL,NULL,NULL,NULL,NULL,Belmopan,false,Died,2024-05-01 00:00:00,90 Barrack Rd,Call date,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Stars,NULL,NULL,2 Years,NULL,NULL,NULL,NULL,NULL,NULL,Owner went om vacation for a week and left someone in charge of the bird. It apparently got sad since the owner was not around and passed away. Bird was originally gifted from a friend.
Bird_991,NULL,Historic,false,App_1116,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parakeet,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_992,NULL,Historic,true,App_1118,CWP FD 796,2,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,Ricky,NULL,NULL,72.0,864,Application date,NULL,NULL,NULL,NULL,NULL
Bird_993,NULL,Historic,false,App_1120,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,18.0,216,Application date,NULL,NULL,NULL,NULL,NULL
Bird_994,NULL,Historic,false,App_1121,NULL,NULL,Apply_420,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Orange Walk
Bird_995,NULL,Historic,false,App_1121,NULL,NULL,Apply_420,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Orange Walk
Bird_996,206.0,Historic,true,App_1121,CWP FD 234,207,Apply_420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rita,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_997,205.0,Historic,true,App_1121,CWP FD 235,207,Apply_420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pita,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_998,169.0,Call,true,App_1122,GOB A 790,376,Apply_421,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,4,Yes,10.0,120,Call date,Taken from the Wild,Unknown,Unknown,Pedrito,Male,Doesn't lay eggs,10.0,120,Call date,true,Happy because he is free,Looks healthy,NULL,NULL
Bird_999,NULL,Call,true,App_1122,GOB A 790,376,Apply_421,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,4,Yes,10.0,120,Call date,Taken from the Wild,Unknown,Unknown,Pablito,Male,Doesn't lay eggs,10.0,120,Call date,true,Happy because he is free,Looks healthy,NULL,NULL
Bird_1000,NULL,Call,false,App_1123,NULL,NULL,Apply_422,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,3,Yes,5.0,60,Call date,Rescued,Unknown,Unknown,Checherito,Unknown,NULL,5.0,60,Call date,true,NULL,NULL,NULL,Found it injured in the wild
Bird_1001,40.0,Historic,true,App_1124,CWP FD 069,22,Apply_423,NULL,2015-05-14,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Morris,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_1002,130.0,Historic,true,App_1125,CWP FD 258,92,Apply_424,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
